Aba, Abia 	 5.1167 , 7.3667 	 5.1166666666667 , 7.3666666666667
Somerset, Calgary 	 50.8978 , -114.0811 	 50.8978 , -114.081
Somerset, Kentucky 	 37.0831 , -84.6094 	 37.0831 , -84.6094
Somerset, Maryland 	 38.9672 , -77.0947 	 38.9672 , -77.0947
Somerset, Massachusetts 	 41.7694 , -71.1292 	 41.769444444444 , -71.129166666667
Somerset, New Jersey 	 40.5085 , -74.5002 	 40.5085 , -74.5002
Somerset, New York 	 43.3367 , -78.5461 	 43.3475 , -78.555833333333
Somerset, Ohio 	 39.8069 , -82.3014 	 39.8069 , -82.3011
Somerset, Pennsylvania 	 40.0069 , -79.0814 	 40.0069 , -79.0814
Somerset, Queensland 	 -10.7436 , 142.5917 	 -10.743611111111 , 142.59166666667
Somerset, Tasmania 	 -41.0406 , 145.8305 	 -41.05 , 145.83333333
Somerset, Texas 	 29.2269 , 98.6575 	 29.2269 , -98.6575
Somerset, Wisconsin 	 45.125 , 92.675 	 45.145277777778 , -92.703888888889
Songshan, Jilin 	 42.7664 , 126.5564 	 42.76636 , 126.55632
Sono, Jamui 	 24.7375 , 86.3017 	 24.7375 , 86.30166667
Soo, Kagoshima 	 31.6364 , 130.9611 	 31.653611111111 , 131.01916666667
Sora, Medvode 	 46.1409 , 14.373 	 46.140833 , 14.372778
Sori, Liguria 	 44.3727 , 9.1042 	 44.372686111111 , 9.1042333333333
Soro, Baleshwar 	 21.29 , 86.69 	 21.29 , 86.69
Sorrento 	 40.6333 , 14.3833 	 40.627777777778 , 14.373611111111
Sorrento, Victoria 	 38.3389 , 144.7408 	 -38.33958 , 144.74126
Sorrento, Western Australia 	 31.827 , 115.754 	 -31.827 , 115.754
Southern Province, Sri Lanka 	 6.1667 , 80.75 	 6.1666666666667 , 80.75
Southern Province, Zambia 	 -16.5 , 27 	 -16.5 , 27.0
Sparks, Maryland 	 39.5308 , -76.6458 	 39.5308 , -76.6458
Sparks, Nevada 	 39.5544 , -119.7356 	 39.554444444444 , -119.73555555556
Sparks, Oklahoma 	 35.6097 , -96.8197 	 35.609722222222 , -96.819722222222
Springfield, Birmingham 	 52.4314 , -1.8595 	 52.4314 , -1.8595
Springfield, Colorado 	 37.4067 , -102.6172 	 37.4067 , -102.617
Springfield, Essex 	 51.7435 , 0.4969 	 51.747 , 0.509
Springfield, Fife 	 56.283 , -3.067 	 56.283 , -3.067
Springfield, Georgia 	 32.3683 , -81.3103 	 32.3683 , -81.3103
Springfield, Illinois 	 39.6983 , -89.6197 	 39.783333333333 , -89.650277777778
Springfield, Louisiana 	 30.4292 , 90.5481 	 30.4292 , -90.5481
Springfield, Michigan 	 42.3236 , -85.2308 	 42.323611111111 , -85.230833333333
Springfield, Minnesota 	 44.2394 , -94.9786 	 44.239444444444 , -94.978611111111
Springfield, Missouri 	 37.195 , -93.2861 	 37.195 , -93.286111111111
Springfield, Nebraska 	 41.0822 , -96.1325 	 41.082222222222 , -96.1325
Springfield, New York 	 42.8361 , -74.8536 	 42.836111111111 , -74.853611111111
Springfield, New Zealand 	 -43.3372 , 171.9269 	 -43.33465 , 171.92824
Springfield, Nova Scotia 	 44.633 , -64.85 	 44.633 , -64.85
Springfield, Ohio 	 39.9267 , -83.8039 	 39.926944444444 , -83.804166666667
Springfield, Oregon 	 44.0531 , -122.9911 	 44.053055555556 , -122.99111111111
Springfield, South Australia 	 -34.978 , 138.631 	 -34.978 , 138.631
Springfield, South Dakota 	 42.8547 , -97.8947 	 42.854722222222 , -97.894722222222
Springfield, Vermont 	 43.2986 , -72.4878 	 43.29841 , -72.48231
Springfield, Virginia 	 38.7886 , -77.1794 	 38.7886 , -77.1794
Springfield, West Virginia 	 39.4506 , -78.6936 	 39.45065 , -78.69363
Springfield, Wolverhampton 	 52.593 , -2.121 	 52.593 , -2.121
Spring Hill, Florida 	 28.4789 , -82.5478 	 28.4789 , -82.5478
Spring Hill, Kansas 	 38.7453 , -94.8292 	 38.74306 , -94.82552
Spring Hill, Tennessee 	 35.7526 , -86.914 	 35.7525 , -86.913888888889
Spring, Texas 	 30.0541 , -95.387 	 30.0542 , -95.3869
Spring Valley, Alabama 	 34.6567 , -87.6167 	 34.6567 , -87.6167
Spring Valley, Illinois 	 41.3269 , 89.2006 	 41.3272 , -89.2008
Spring Valley, Nevada 	 36.1125 , -115.2503 	 36.1125 , -115.25027777778
Spring Valley, New York 	 41.1144 , -74.0478 	 41.1144 , -74.0478
Spring Valley, San Diego County, California 	 32.7344 , -116.9814 	 32.7344 , -116.981
Stamford, Connecticut 	 41.0967 , -73.5522 	 41.096666666667 , -73.552222222222
Stamford, Texas 	 32.9492 , -99.79 	 32.9492 , -99.79
Stanford, California 	 37.4225 , -122.1653 	 37.4225 , -122.16527777778
Stanford, Illinois 	 40.4339 , 89.2222 	 40.433888888889 , -89.222222222222
Stanford, Kentucky 	 37.5322 , -84.6603 	 37.5322 , -84.6603
Stanford, Norfolk 	 52.5185 , 0.7299 	 52.518480555556 , 0.7299
Stanford, Western Cape 	 -34.4417 , 19.4556 	 -34.4417 , 19.4556
Stanton, Arizona 	 34.1653 , -112.7294 	 34.1653 , -112.729
Stanton, California 	 33.8025 , -117.9944 	 33.8025 , -117.99444444444
Stanton, Delaware 	 39.7157 , -75.6408 	 39.7156 , -75.6408
Stanton, Kentucky 	 37.8475 , -83.8592 	 37.8475 , -83.8592
Stanton, Michigan 	 43.2925 , -85.0814 	 43.2925 , -85.081388888889
Stanton, Minnesota 	 44.4719 , -93.0231 	 44.471944444444 , -93.023055555556
Stanton, New Jersey 	 40.575 , -74.8378 	 40.5745 , -74.8347
Stanton, Staffordshire 	 53.012 , -1.81 	 53.012 , -1.81
Stanton, Suffolk 	 52.324 , 0.885 	 52.324 , 0.885
Sterling, Alaska 	 60.5297 , -150.7978 	 60.5297 , -150.798
Sterling, Colorado 	 40.6256 , -103.2117 	 40.6256 , -103.212
Sterling, Connecticut 	 41.7022 , -71.8164 	 41.702222222222 , -71.816388888889
Sterling, Illinois 	 41.7967 , -89.6933 	 41.796666666667 , -89.693333333333
Sterling, Kansas 	 38.2106 , -98.2044 	 38.2106 , -98.2044
Sterling, Massachusetts 	 42.4384 , -71.7598 	 42.43759 , -71.76063
Sterling, Virginia 	 39.0061 , -77.4283 	 39.0061 , -77.4286
Stevens County, Kansas 	 37.0611 , -101.193 	 37.2 , -101.3
Stevens County, Washington 	 48.4 , -117.85 	 48.4 , -117.85
Stockton, California 	 37.9756 , -121.3008 	 37.975555555556 , -121.30083333333
Stockton, Georgia 	 30.9406 , -83.0089 	 30.940555555556 , -83.008888888889
Stockton, Illinois 	 42.3503 , -90.0061 	 42.3503 , -90.0061
Stockton, Kansas 	 39.4364 , -99.2717 	 39.4364 , -99.2717
Stockton, Maryland 	 38.0572 , 75.4164 	 38.0572 , -75.4167
Stockton, Missouri 	 37.6964 , 93.795 	 37.6967 , -93.7953
Stockton, New Jersey 	 40.4054 , -74.9742 	 40.4054 , -74.9742
Stockton, New South Wales 	 32.915 , 151.7844 	 -32.915 , 151.784
Stockton, New York 	 42.3025 , -79.3514 	 42.3175 , -79.355833333333
Stockton, Utah 	 40.4527 , -112.3608 	 40.45272 , -112.36078
Stockton, Wiltshire 	 51.1445 , -2.0292 	 51.144444444444 , -2.0291666666667
Strand, Akershus 	 59.8997 , 10.5952 	 59.8997 , 10.5952
Strand, Norway 	 59.0235 , 6.0428 	 59.063333 , 6.027778
Strand, Western Cape 	 -34.1167 , 18.8167 	 -34.116666666667 , 18.816666666667
Stratford, California 	 36.1894 , -119.8231 	 36.1894 , -119.823
Stratford, Connecticut 	 41.2044 , -73.1297 	 41.18454 , -73.13317
Stratford, London 	 51.5423 , -0.0018 	 51.5423 , -0.0025611111111111
Stratford, New Jersey 	 39.829 , -75.0155 	 39.82678 , -75.01545
Stratford, New York 	 43.1792 , -74.6519 	 43.179722222222 , -74.696944444444
Stratford, New Zealand 	 -39.3379 , 174.2841 	 -39.333333333333 , 174.28333333333
Stratford, Oklahoma 	 34.7961 , -96.9603 	 34.796111111111 , -96.960277777778
Stratford, Ontario 	 43.3697 , -80.9824 	 43.366666666667 , -80.966666666667
Stratford, Victoria 	 37.9667 , 147.0833 	 -37.9667 , 147.083
Stratford, Wisconsin 	 44.8011 , -90.0792 	 44.8019 , -90.0739
Suba, Jerusalem 	 31.7847 , 35.1239 	 31.7847 , 35.1239
Subang, Selangor 	 3.0644 , 101.5936 	 3.1504861111111 , 101.53115277778
Sucre 	 -19.0429 , -65.2554 	 -19.04306 , -65.25917
Suha, Škofja Loka 	 46.1646 , 14.324 	 46.1649 , 14.32691
Suji, Kilimanjaro 	 -4.3667 , 37.8667 	 -4.3666666666667 , 37.866666666667
Sula, Møre og Romsdal 	 62.4247 , 6.2061 	 62.424722222222 , 6.2061111111111
Sultan, Washington 	 47.8664 , -121.8092 	 47.8664 , -121.809
Sulu 	 6 , 121 	 6.0 , 121.0
Sumba 	 -9.692 , 120 	 -9.6666666666667 , 120.0
Sumba, Faroe Islands 	 61.4144 , -6.7039 	 61.404166666667 , -6.7111111111111
Summit, Illinois 	 41.7883 , 87.8139 	 41.7833 , -87.8167
Summit, Kentucky 	 38.4397 , -82.7042 	 38.439722222222 , -82.704166666667
Summit, New Jersey 	 40.7156 , -74.3647 	 40.7156 , -74.3647
Summit, New York 	 42.5725 , -74.6011 	 42.579444444444 , -74.588333333333
Summit, Waukesha County, Wisconsin 	 43.0544 , -88.4639 	 43.054444444444 , -88.463888888889
Sund, Åland 	 60.25 , 20.1167 	 60.25 , 20.116666666667
Sund, Norway 	 60.2322 , 5.1047 	 60.232222222222 , 5.1047222222222
Surat 	 21.167 , 72.833 	 21.17 , 72.83
Surat, Queensland 	 -27.1529 , 149.0681 	 -27.166666666667 , 149.06666666667
Suri, Birbhum 	 23.9167 , 87.5333 	 23.916666666667 , 87.533333333333
Surin, Thailand 	 14.885 , 103.488 	 14.883333 , 103.493056
Sur, Oman 	 22.5667 , 59.5289 	 22.566666666667 , 59.528888888889
Suvorovo 	 43.3333 , 27.6 	 43.33 , 27.5925
Sverdlov, Armenia 	 41.0972 , 44.4008 	 41.0972 , 44.4008
Swansea 	 51.6167 , -3.933 	 51.616666666667 , -3.95
Swansea, Arizona 	 34.17 , -113.8461 	 34.17 , -113.846
Swansea, California 	 36.5247 , -117.9039 	 36.524722222222 , -117.90388888889
Swansea, Illinois 	 38.5417 , -89.9872 	 38.5417 , -89.9872
Swansea, Massachusetts 	 41.7481 , -71.1903 	 41.74816 , -71.18977
Swansea, Toronto 	 43.6439 , -79.4778 	 43.6439 , -79.4778
Taba, Egypt 	 29.4911 , 34.8953 	 29.5 , 34.883333333333
Tabor, Iowa 	 40.8964 , 95.6722 	 40.896666666667 , -95.6725
Tabuk, Kalinga 	 17.45 , 121.4583 	 17.41667 , 121.4
Tahu, Palpa 	 27.84 , 83.73 	 27.8363 , 83.7224
Tain 	 57.8118 , -4.0567 	 57.8118 , -4.0567
Tain, Shekhawati 	 28.1829 , 75.1239 	 28.182872222222 , 75.123911111111
Taiping, Perak 	 4.86 , 100.72 	 4.85 , 100.73333333333
Tai, Rivers 	 4.7167 , 7.3 	 4.71667 , 7.3
Taishi, Hyōgo 	 34.83 , 134.57 	 34.833611111111 , 134.57805555556
Tala, Cyprus 	 34.8333 , 32.4167 	 34.8 , 32.4
Tala, Kenya 	 -1.35 , 37.37 	 -1.35 , 37.37
Tal, Madhya Pradesh 	 23.72 , 75.38 	 23.72 , 75.38
Taltal 	 -25.4046 , -70.4764 	 -25.283333333333 , -69.766666666667
Taman, Russia 	 45.2122 , 36.7156 	 45.216666666667 , 36.716666666667
Tamarindo, Costa Rica 	 10.2992 , -85.84 	 10.299166666667 , -85.842222222222
Tambo, Queensland 	 -24.8819 , 146.2575 	 -24.8833 , 146.25
Tambun 	 4.6167 , 101.1333 	 4.6166666666667 , 101.13333333333
Tambunan 	 5.7151 , 116.3963 	 5.6666666666667 , 116.35
Tampa, Colorado 	 40.15 , -104.4556 	 40.15 , -104.456
Tampa, Kansas 	 38.5486 , -97.155 	 38.5486 , -97.155
Tanga, Tanzania 	 -5.0667 , 39.1 	 -5.0666666666667 , 39.1
Tanta 	 30.7833 , 31 	 30.783333333333 , 31.0
Taoyuan, Taiwan 	 24.9913 , 121.3143 	 24.85 , 121.21666666667
Tapa, Estonia 	 59.2667 , 25.95 	 59.264444444444 , 25.962777777778
Tara, Ontario 	 44.4786 , -81.1456 	 44.466666666667 , -81.133333333333
Tara, Queensland 	 -27.2667 , 150.45 	 -27.2667 , 150.45
Tara, Saga 	 33.0194 , 130.1792 	 33.019444444444 , 130.17916666667
Tarma 	 -11.4197 , -75.6908 	 -11.4167 , -75.6833
Tartar, Switzerland 	 46.7194 , 9.4194 	 46.719166666667 , 9.4191666666667
Taylor, Arizona 	 34.4656 , 110.1042 	 34.46504 , -110.09123
Taylor, British Columbia 	 56.159 , -120.6878 	 56.159 , -120.688
Taylor County, Florida 	 30.02 , -83.62 	 30.02 , -83.62
Taylor County, Georgia 	 32.55 , -84.25 	 32.55 , -84.25
Taylor County, Texas 	 32.31 , -99.88 	 32.31 , -99.88
Taylor County, West Virginia 	 39.34 , -80.05 	 39.33599 , -80.04618
Taylor County, Wisconsin 	 45.21 , -90.5 	 45.21 , -90.5
Taylor, Michigan 	 42.2408 , -83.2697 	 42.240833333333 , -83.269722222222
Taylor, New York 	 42.6064 , -75.9186 	 42.606388888889 , -75.918611111111
Taylor, Pennsylvania 	 41.3914 , -75.7153 	 41.3948 , -75.70658
Taylor, Texas 	 30.5722 , 97.4164 	 30.572371 , -97.416546
Taza 	 34.2164 , -4.0086 	 34.214442 , -4.008789
Tema 	 5.7089 , 0.0186 	 5.6666666666667 , -0.016666666666667
Tempe, Arizona 	 33.4294 , -111.9431 	 33.429444444444 , -111.94305555556
Tempel, Berkel en Rodenrijs 	 52.0667 , 4.7 	 51.96556 , 4.44611
Tempe, New South Wales 	 -33.9252 , 151.1584 	 -33.9252 , 151.158
Temple, Georgia 	 33.7358 , -85.0272 	 33.7358 , -85.0272
Temple, Maine 	 44.6814 , -70.2597 	 44.685 , -70.226388888889
Temple, New Hampshire 	 42.8181 , -71.8514 	 42.81814 , -71.85147
Temple, Texas 	 31.0937 , -97.3622 	 31.0982344 , -97.342782
Tete, Mozambique 	 -16.1583 , 33.5866 	 -16.157916666667 , 33.589805555556
Texas 	 31.6667 , -99.45 	 31.0 , -100.0
Thal, St. Gallen 	 47.4667 , 9.5667 	 47.47835 , 9.55678
Thornton, Arkansas 	 33.7767 , -92.4897 	 33.776666666667 , -92.489722222222
Thornton, Buckinghamshire 	 51.997 , -0.918 	 51.997 , -0.918
Thornton, California 	 38.2261 , -121.4247 	 38.2261 , -121.425
Thornton, Colorado 	 39.9031 , -104.9544 	 39.9031 , -104.954
Thornton, Fife 	 56.167 , -3.15 	 56.167 , -3.15
Thornton, Idaho 	 43.7583 , -111.8453 	 43.7583 , -111.845
Thornton, Iowa 	 42.9447 , 93.3839 	 42.945 , -93.384166666667
Thornton, Lancashire 	 53.871 , -3.004 	 53.871 , -3.004
Thornton, Merseyside 	 53.5015 , -3.0009 	 53.501530555556 , -3.0008694444444
Thornton, Ontario 	 44.2708 , -79.7222 	 44.2708 , -79.7222
Thornton, West Yorkshire 	 53.7898 , -1.8504 	 53.7898 , -1.8504
Tia, New South Wales 	 -31.2142 , 151.7953 	 -31.214166666667 , 151.79527777778
Tianshui 	 34.5833 , 105.7333 	 34.58093 , 105.73115
Tigre, Buenos Aires 	 -34.426 , -58.5796 	 -34.416666666667 , -58.583333333333
Toco 	 10.8333 , -60.95 	 10.8333 , -60.95
Tok, Alaska 	 63.3242 , -143.018 	 63.3242 , -143.018
Toko 	 -39.3367 , 174.3908 	 -39.3333 , 174.4
Toledo, Cebu 	 10.2754 , 123.7307 	 10.383333333333 , 123.65
Toledo, Iowa 	 41.9933 , -92.5792 	 41.993333333333 , -92.579166666667
Toledo, Ohio 	 41.6656 , -83.5753 	 41.666666666667 , -83.583333333333
Toledo, Oregon 	 44.6211 , 123.9347 	 44.621111111111 , -123.93777777778
Toledo, Spain 	 39.8669 , -4.0294 	 39.866666666667 , -4.0333333333333
Toledo, Washington 	 46.4392 , -122.8481 	 46.439166666667 , -122.84805555556
Tolga, Queensland 	 -17.2333 , 145.4833 	 -17.2167 , 145.483
Tollo 	 42.3333 , 14.3167 	 42.3333 , 14.3167
Tolosa, Leyte 	 11.0597 , 125.0361 	 11.033333333333 , 125.01666666667
Tomar 	 39.6042 , -8.4083 	 39.6 , -8.4166666666667
Tombo, Sierra Leone 	 8.3333 , -13.0667 	 8.33333333 , -13.06666667
Tondo, Manila 	 14.6079 , 120.9676 	 14.617 , 120.967
Tonga 	 -21.1346 , -175.2083 	 -20.587778 , -174.810278
Tongo, Sierra Leone 	 8.65 , -11.0667 	 8.65 , -11.066666666667
Topa, Jammu and Kashmir 	 33.65 , 74.11 	 33.65 , 74.11
Tororo 	 0.6928 , 34.1808 	 0.69277777777778 , 34.180833333333
Toro, Valle del Cauca 	 4.6117 , -76.0814 	 4.61 , -76.078333333333
Trancoso, Bahia 	 -16.5906 , -39.0958 	 -16.59055556 , -39.09583333
Trenton, Florida 	 29.615 , -82.8178 	 29.615 , -82.817777777778
Trenton, Georgia 	 34.8756 , -85.5086 	 34.8756 , -85.5086
Trenton, Indiana 	 40.45 , -85.2389 	 40.45 , -85.238888888889
Trenton, Michigan 	 42.1394 , -83.1783 	 42.139444444444 , -83.178333333333
Trenton, Missouri 	 40.0781 , 93.6114 	 40.0783 , -93.6114
Trenton, New Jersey 	 40.2237 , -74.764 	 40.221666666667 , -74.756111111111
Trenton, New York 	 43.2553 , -75.1906 	 43.255277777778 , -75.190555555556
Trenton, Nova Scotia 	 45.6157 , -62.6379 	 45.6193 , -62.6332
Trenton, Ontario 	 44.1 , -77.5806 	 44.1 , -77.5806
Trenton, Tennessee 	 35.9736 , 88.9414 	 35.973611111111 , -88.941666666667
Trenton, Texas 	 33.4294 , -96.3403 	 33.4294 , -96.3403
Trindade, Goiás 	 -16.6581 , -49.4836 	 -16.648888888889 , -49.488888888889
Tring 	 51.7962 , -0.6592 	 51.7962 , -0.6592
Trinidad 	 10.4606 , -61.2486 	 10.460555555556 , -61.248611111111
Trinidad, Bolivia 	 -14.8335 , -64.9014 	 -14.833333333333 , -64.9
Trinidad, California 	 41.0592 , -124.1431 	 41.059166666667 , -124.14305555556
Trinidad, Colorado 	 37.1708 , -104.5064 	 37.166666666667 , -104.5
Trinidad, Cuba 	 21.803 , -79.9844 	 21.8 , -79.966666666667
Troitsk, Chelyabinsk Oblast 	 54.0833 , 61.5667 	 54.083333333333 , 61.566666666667
Troitsk, Moscow 	 55.4914 , 37.3092 	 55.491388888889 , 37.309166666667
Troy, Alabama 	 31.8089 , -85.97 	 31.80196 , -85.967317
Troy, Idaho 	 46.7383 , 116.7706 	 46.7386 , -116.771
Troy, Illinois 	 38.7292 , -89.8917 	 38.7292 , -89.8917
Troy, Kansas 	 39.788 , -95.0908 	 39.7881 , -95.0908
Troy, Michigan 	 42.5803 , -83.1431 	 42.580277777778 , -83.143055555556
Troy, Missouri 	 38.975 , -90.9772 	 38.975 , -90.977222222222
Troy, Montana 	 48.46 , -115.8911 	 48.46 , -115.89111111111
Troy, New Hampshire 	 42.825 , -72.1836 	 42.82397 , -72.18119
Troy, New York 	 42.7355 , -73.6751 	 42.731666666667 , -73.6925
Troy, Ohio 	 40.0417 , -84.2086 	 40.0417 , -84.2086
Troy, Oregon 	 45.9469 , -117.4517 	 45.946944444444 , -117.45166666667
Troy, Pennsylvania 	 41.7822 , -76.7894 	 41.78591 , -76.78801
Troy, Texas 	 31.2028 , 97.3017 	 31.2028 , -97.3017
Troy, Vermont 	 44.9042 , -72.4054 	 44.90144 , -72.4015
Troy, Virginia 	 37.951 , -78.246 	 37.951 , -78.246
Trun, Switzerland 	 46.7426 , 8.9878 	 46.74332 , 8.9831
Truro 	 50.26 , -5.051 	 50.25 , -5.05
Truro, Massachusetts 	 41.9933 , -70.0503 	 41.993333333333 , -70.050277777778
Truro, Nova Scotia 	 45.3649 , -63.2798 	 45.364722222222 , -63.28
Truro, South Australia 	 -34.4087 , 139.1274 	 -34.4 , 139.117
Tuba, Benguet 	 16.3897 , 120.5608 	 16.316666666667 , 120.55
Tubao 	 16.3489 , 120.4164 	 16.35 , 120.41666666667
Tubo, Abra 	 17.1667 , 120.7167 	 17.2567 , 120.7256
Tulare, California 	 36.2067 , -119.3425 	 36.206666666667 , -119.3425
Tuli, India 	 26.6565 , 94.6399 	 27.088333333333 , 95.139444444444
Tuli, Zimbabwe 	 -21.9167 , 29.2 	 -21.9167 , 29.2
Tumen, Jilin 	 42.9639 , 129.8361 	 42.96611 , 129.8425
Tune, Denmark 	 55.6 , 12.1833 	 55.593055555556 , 12.170833333333
Tune, Norway 	 59.2922 , 11.0833 	 59.2922 , 11.0833
Tunga, Leyte 	 11.2456 , 124.7517 	 11.25 , 124.75
Tunis 	 36.7974 , 10.1659 	 36.800833333333 , 10.18
Tura, Meghalaya 	 25.52 , 90.22 	 25.52 , 90.22
Tuy, Batangas 	 14.0206 , 120.7192 	 14.016666666667 , 120.73333333333
Udi, Enugu 	 6.3167 , 7.4333 	 6.31667 , 7.43333
Uki, New South Wales 	 28.4167 , 153.3333 	 -28.4167 , 153.333
Ula, Muğla 	 37.1028 , 28.4167 	 37.102211 , 28.417663
Uli, Anambra 	 5.7833 , 6.8667 	 5.78333 , 6.86667
Una, Gujarat 	 20.82 , 71.03 	 20.82 , 71.03
Union City, California 	 37.5922 , -122.0458 	 37.596388888889 , -122.04833333333
Union City, Indiana 	 40.2011 , 84.815 	 40.2011 , -84.815
Union City, Michigan 	 42.0672 , -85.1378 	 42.0672 , -85.1378
Union City, Missouri 	 36.979 , -93.4658 	 36.979 , -93.4658
Union City, New Jersey 	 40.7675 , -74.0323 	 40.767777777778 , -74.031944444444
Union City, Oklahoma 	 35.4136 , -97.9106 	 35.413611111111 , -97.910555555556
Union City, Pennsylvania 	 41.8961 , -79.8444 	 41.8995 , -79.84533
Union City, Tennessee 	 36.4244 , -89.0508 	 36.424444444444 , -89.050833333333
Union, Connecticut 	 41.9881 , -72.1614 	 41.988055555556 , -72.161388888889
Union County, Arkansas 	 33.1872 , -92.5914 	 33.187222222222 , -92.591388888889
Union County, Florida 	 30.05 , -82.3667 	 30.04 , -82.37
Union County, Georgia 	 34.83 , -83.99 	 34.83 , -83.99
Union County, Indiana 	 39.62 , -84.92 	 39.62 , -84.92
Union County, Kentucky 	 37.66 , -87.95 	 37.66 , -87.95
Union County, New Jersey 	 40.6599 , -74.3087 	 40.65 , -74.29
Union County, New Mexico 	 36.48 , -103.47 	 36.48 , -103.47
Union County, North Carolina 	 34.99 , -80.53 	 34.99 , -80.53
Union County, Ohio 	 40.31 , -83.37 	 40.31 , -83.37
Union County, Oregon 	 45.3272 , -118.0933 	 45.327222222222 , -118.09333333333
Union County, Pennsylvania 	 40.96 , -77.06 	 40.96 , -77.06
Union County, South Carolina 	 34.69 , -81.62 	 34.69 , -81.62
Union County, Tennessee 	 36.28 , -83.84 	 36.28 , -83.84
Union, Kentucky 	 38.9453 , -84.6719 	 38.9453 , -84.6719
Union, Missouri 	 38.4467 , 91.0058 	 38.446666666667 , -91.006111111111
Union, Ohio 	 39.9003 , -84.3136 	 39.9003 , -84.3136
Union, Oregon 	 45.21 , -117.8647 	 45.21 , -117.86472222222
Union, South Carolina 	 34.7172 , -81.625 	 34.717222222222 , -81.625
Urdaneta, Pangasinan 	 15.9757 , 120.5708 	 15.976111111111 , 120.57111111111
Uson, Masbate 	 12.2278 , 123.7833 	 12.2253 , 123.7834
Valdez, Alaska 	 61.1308 , -146.3483 	 61.130833333333 , -146.34833333333
Vale, Guernsey 	 49.4928 , -2.5228 	 49.4928 , -2.52278
Valencia 	 39.4702 , -0.3768 	 39.466666666667 , -0.375
Valencia, Bohol 	 9.61 , 124.206 	 9.6097 , 124.208
Valencia, Bukidnon 	 7.9064 , 125.0942 	 7.9 , 125.08333333333
Valencia, Carabobo 	 10.181 , -68.004 	 10.166666666667 , -68.0
Valencia, Negros Oriental 	 9.2819 , 123.245 	 9.2833333333333 , 123.25
Valencia, Santa Clarita, California 	 34.4123 , -118.569 	 34.389444444444 , -118.56472222222
Vale, Oregon 	 43.9822 , -117.2436 	 43.982222222222 , -117.24361111111
Valladolid 	 41.6333 , -4.7167 	 41.651980555556 , -4.7285611111111
Valladolid, Negros Occidental 	 10.465 , 122.8256 	 10.466666666667 , 122.83333333333
Vallecito, California 	 38.0903 , -120.4736 	 38.090277777778 , -120.47361111111
Vallecito, San Diego County, California 	 32.9761 , -116.3503 	 32.9758 , -116.35
Valparaiso, Florida 	 30.5069 , -86.4969 	 30.5 , -86.5
Valparaiso, Indiana 	 41.4761 , -87.0569 	 41.476111111111 , -87.056944444444
Varna 	 43.2167 , 27.9167 	 43.207777777778 , 27.916944444444
Vega, Norway 	 65.6753 , 11.9578 	 65.675277777778 , 11.957777777778
Vega, Texas 	 35.2456 , -102.425 	 35.2456 , -102.425
Velasco, Texas 	 28.9619 , -95.3606 	 28.9619 , -95.3606
Venice, Florida 	 27.0986 , -82.4389 	 27.1 , -82.433333333333
Venice, Los Angeles 	 33.9908 , -118.4592 	 33.99083 , -118.45917
Venice, Louisiana 	 29.2769 , -89.3547 	 29.2769 , -89.3547
